State,County,CountyFIPS,Diagnosed,Obesity,PhysicalInactivity,Population_Aged_65_or_Older,Population_Below_Poverty,Population_Children_in_Poverty,Population_Enrolled_in_Free_or_Reduced_Lunch,Population_Food_Insecurity,Population_Minority,Population_No_Health_Insurance,Population_No_High_School_Diploma,Number_of_Primary_Care_Physicians,Newly_Diagnosed,Crowding,Unemployed,Severe_Housing_Cost_Burden,Overall_Household_Composition_&_Disability,Overall_Housing_Type_&_Transportation
North Carolina,Carteret County,18137.0,2265.3,5791.0,6402.5,0.8819,0.2854,16.0,76.373626374,14.2,0.4394,10.5,0.2607,51.0,194.7,0.2203,0.6831,10.864575363,0.5925,0.5151
Arizona,Greenlee County,18079.0,2266.5,7291.5,6133.8,0.071,0.3061,9.0,41.392136026,12.2,0.8924,4.6,0.4231,5.0,329.7,0.8551,0.7232,3.8437884379,0.5989,0.3537
Michigan,Wayne County,18087.0,2267.4,6865.5,5750.3,0.1917,0.8783,29.4,64.964980142,15.5,0.8806,6.3,0.6078,1303.0,230.1,0.5801,0.9411,16.739997984,0.7845,0.6587
Mississippi,Alcorn County,13087.0,2268.0,4116.4,4534.9,0.4715,0.6583,22.4,65.039959191,18.3,0.518,13.7,0.7924,16.0,252.9,0.3359,0.885,9.7536083977,0.7358,0.2483
Texas,Dallam County,26061.0,2270.5,5990.2,4383.6,0.0252,0.4344,16.0,72.084130019,12.9,0.8768,30.6,0.986,5.0,192.5,0.7249,0.2334,4.5722046175,0.2881,0.2652
Ohio,Licking County,22111.0,2274.1,4138.5,4035.5,0.2748,0.2704,12.4,40.916530278,12.4,0.3266,6.4,0.2499,75.0,225.6,0.3703,0.3981,9.6091954023,0.4842,0.2579
Arkansas,Conway County,20121.0,2275.7,7718.9,6139.6,0.5718,0.7131,22.9,89.402985075,18.1,0.54,6.8,0.6078,14.0,182.5,0.6049,0.5669,8.6366518706,0.9195,0.5393
Idaho,Twin Falls County,21013.0,2275.7,6866.8,5425.5,0.205,0.5006,13.3,43.032662247,10.8,0.568,12.0,0.5056,62.0,193.9,0.7065,0.1717,11.550231135,0.5084,0.3203
Michigan,Muskegon County,20079.0,2278.7,7122.1,5746.8,0.2891,0.6583,17.6,61.160427605,13.3,0.617,4.9,0.2853,102.0,177.8,0.4457,0.779,9.7714711544,0.7348,0.788
Nebraska,Hamilton County,48223.0,2280.8,5158.5,4014.0,0.5928,0.0115,8.3,33.769322235,9.5,0.1254,5.8,0.0468,9.0,344.7,0.0172,0.0777,4.4488523661,0.2865,0.0185
Georgia,Treutlen County,21173.0,2284.3,6683.9,6340.4,0.6113,0.828,31.2,100.0,19.9,0.6845,20.2,0.9567,84.43614372109570,175.0,0.7434,0.5344,16.728110599,0.9217,0.9401
Kansas,Cheyenne County,48225.0,2287.2,3918.5,3584.4,0.9433,0.1551,20.0,51.312649165,10.8,0.2633,8.7,0.0942,1.0,233.7,0.043,0.1245,8.0168776371,0.5807,0.0134
Texas,Tarrant County,47103.0,2287.5,6720.2,6104.0,0.0293,0.3736,15.4,58.664603241,13.0,0.8898,16.1,0.624,1245.0,248.3,0.9042,0.4166,13.043404477,0.4005,0.4464
Ohio,Montgomery County,51033.0,2287.6,7030.3,5342.7,0.419,0.6745,20.5,38.89181844,14.3,0.6829,6.6,0.3384,519.0,268.0,0.2604,0.7583,12.943890359,0.7046,0.6422
Washington,Asotin County,26101.0,2288.3,5455.1,3273.2,0.829,0.3771,18.5,53.611027869,12.8,0.3165,6.0,0.3477,17.0,136.7,0.4817,0.7232,9.6518289996,0.8418,0.3142
Texas,Wheeler County,13195.0,2288.7,4735.0,4780.7,0.5441,0.7083,20.3,54.912764004,16.7,0.7093,19.1,0.8001,2.0,280.7,0.9414,0.2924,6.961038961,0.9411,0.2194
Ohio,Athens County,40091.0,2290.4,3883.1,3854.3,0.0675,0.9745,21.0,49.178832117,18.9,0.3588,6.1,0.3792,46.0,159.1,0.6049,0.8051,18.737588652,0.0522,0.9952
Utah,Kane County,28159.0,2291.4,4973.0,3884.3,0.8373,0.3643,13.1,38.507462687,14.0,0.2958,13.7,0.1347,3.0,177.9,0.1223,0.1124,7.2623574144,0.3715,0.0468
Georgia,Franklin County,54097.0,2292.8,5467.4,4267.8,0.6323,0.9156,23.7,54.245283019,17.7,0.5037,14.7,0.8475,6.0,221.2,0.4817,0.449,10.637204522,0.8491,0.688
Nebraska,Fillmore County,37117.0,2293.2,4781.4,3830.5,0.8711,0.1854,11.9,31.589958159,11.3,0.1964,5.8,0.2044,3.0,244.0,0.0567,0.0525,4.6908315565,0.291,0.0656
Virginia,Wythe County,18073.0,2294.6,7576.3,5813.7,0.7163,0.5538,17.5,50.35158212,13.1,0.1904,8.8,0.6004,12.0,162.6,0.1888,0.6831,8.4990489365,0.567,0.3394
North Carolina,Randolph County,1099.0,2296.7,5223.4,4946.0,0.3763,0.5675,19.7,58.736421647,14.6,0.5727,13.7,0.7966,69.0,198.6,0.6049,0.4876,10.287059511,0.6084,0.4769
Arkansas,Crawford County,5023.0,2302.4,4841.8,5182.9,0.2983,0.5739,20.4,64.157407407,16.5,0.4826,8.1,0.6472,25.0,165.7,0.7622,0.4303,8.3347580783,0.8691,0.2951
Texas,Uvalde County,53049.0,2313.5,5999.7,4386.0,0.3664,0.6494,30.7,75.766755017,14.2,0.9733,17.3,0.9729,10.0,160.5,0.8828,0.5172,8.5805084746,0.8886,0.8364
Indiana,Hancock County,51163.0,2315.5,4847.9,4475.7,0.2572,0.0522,5.8,28.824465009,9.5,0.2426,6.3,0.0799,65.0,206.8,0.1223,0.1035,6.9844637602,0.1907,0.0271
Ohio,Harrison County,47017.0,2316.3,5020.0,5126.6,0.7163,0.6494,18.9,55.503669113,15.4,0.1254,9.6,0.6129,4.0,183.3,0.3703,0.5172,11.883561644,0.581,0.4753
Indiana,Ripley County,18179.0,2319.6,5184.4,5080.5,0.3897,0.2854,12.3,45.997693195,12.4,0.0914,8.2,0.3935,1.0,174.1,0.8198,0.5006,9.5246953772,0.3766,0.6937
Nebraska,Adams County,50001.0,2324.6,7107.3,5301.2,0.4091,0.3771,10.8,52.721430006,13.0,0.4422,7.5,0.3477,28.0,150.7,0.3359,0.1611,10.831193838,0.3263,0.4565
Kansas,Leavenworth County,51660.0,2324.6,8973.0,5996.2,0.128,0.1261,8.9,30.349280892,10.8,0.5759,4.8,0.2044,36.0,276.3,0.3703,0.2334,9.1756007394,0.4257,0.3308
Kansas,Ness County,28117.0,2324.8,5482.8,5734.8,0.9089,0.0646,13.6,49.528301887,10.7,0.3922,7.9,0.2744,2.0,189.0,0.0981,0.0949,5.7480980558,0.5018,0.0544
Louisiana,Jefferson Davis Parish,17203.0,2325.6,6262.2,4678.6,0.2665,0.7624,23.1,52.567922875,16.0,0.5874,8.1,0.8064,14.0,366.0,0.809,0.8949,11.618143652,0.9408,0.6683
Nebraska,Dakota County,19187.0,2327.0,8970.1,6629.4,0.099,0.6258,13.1,66.476494751,11.9,0.8854,12.8,0.9554,2.0,202.1,0.9666,0.4876,8.5690399889,0.5419,0.8055
Ohio,Greene County,26127.0,2330.8,6307.0,3513.4,0.32,0.3245,10.3,22.185521607,12.0,0.4995,4.2,0.1,159.0,289.9,0.155,0.5006,9.1657366071,0.114,0.3817
Colorado,Kiowa County,13029.0,2333.3,6703.9,5023.8,0.6578,0.2659,15.9,49.615384615,11.2,0.4241,6.3,0.015,84.43614372109570,271.9,0.0229,0.1124,14.51048951,0.9163,0.2085
New York,Hamilton County,39161.0,2335.7,7753.1,4927.7,0.9748,0.0462,14.1,45.047923323,13.2,0.0984,6.1,0.7552,1.0,241.2,0.4056,0.8341,7.6023391813,0.4944,0.2028
Tennessee,Hamilton County,21163.0,2337.5,6442.8,4759.4,0.3763,0.4229,18.6,30.638997512,11.9,0.6816,8.8,0.4088,405.0,174.8,0.2604,0.5006,11.655074757,0.1356,0.5887
Georgia,Evans County,31141.0,2344.7,8541.9,5187.5,0.2891,0.9506,29.5,96.896016555,16.1,0.8367,16.9,0.958,5.0,168.7,0.7803,0.815,14.603429796,0.9414,0.886
Washington,Cowlitz County,12129.0,2351.6,8979.6,6498.8,0.5441,0.5831,14.8,54.992632891,14.5,0.5014,5.2,0.4562,68.0,192.3,0.7434,0.815,12.04142871,0.9252,0.7555
Alabama,Lee County,13123.0,2353.8,6089.3,6128.7,0.0379,0.8328,16.8,43.911133217,14.9,0.7186,7.8,0.3069,80.0,252.4,0.7803,0.5344,15.762350639,0.1522,0.9214
Ohio,Butler County,37123.0,2354.7,4904.3,3858.8,0.1503,0.3771,11.9,37.307769929,11.8,0.5422,5.6,0.3209,210.0,206.4,0.3359,0.4303,11.057298373,0.2776,0.4505
Oklahoma,Oklahoma County,28153.0,2360.3,4362.8,4566.0,0.1035,0.6338,19.9,61.727249889,13.3,0.8357,14.0,0.539,696.0,210.2,0.7249,0.3981,13.454110038,0.5877,0.6765
Tennessee,Sevier County,22053.0,2360.4,7441.3,4973.6,0.5521,0.5127,19.9,57.093958583,13.9,0.3337,15.3,0.7071,35.0,213.6,0.7803,0.5344,11.410472514,0.5056,0.5056
Virginia,Scott County,17105.0,2361.2,5910.1,5368.7,0.8478,0.7322,22.0,66.059225513,15.1,0.0322,9.5,0.8039,7.0,359.4,0.4457,0.5172,8.938547486,0.4696,0.8262
Oklahoma,Ottawa County,30047.0,2361.7,6703.1,5138.7,0.4893,0.8328,27.1,72.286579932,17.4,0.7415,17.1,0.6616,16.0,180.1,0.8456,0.6831,9.8132094021,0.9866,0.9166
Kentucky,Edmonson County,47071.0,2362.5,6502.1,6853.3,0.6578,0.7395,22.0,59.574468085,16.5,0.1047,6.3,0.8781,1.0,244.6,0.6622,0.8803,6.7629815745,0.3919,0.588
Kansas,Osborne County,1111.0,2362.7,4185.0,4142.1,0.8988,0.4054,15.3,49.466192171,13.2,0.1544,7.9,0.1522,2.0,188.6,0.0229,0.0777,4.5251752709,0.6619,0.0264
New York,Bronx County,23007.0,2364.1,7364.3,4926.8,0.0675,0.965,30.6,86.688011907,16.4,0.9955,8.6,0.9748,896.0,174.1,0.993,0.9487,30.341739874,0.7517,0.9704
Kansas,Reno County,27021.0,2366.4,7086.7,5741.9,0.5718,0.3962,13.3,53.913615435,12.6,0.4919,9.4,0.4989,34.0,151.8,0.7434,0.3299,9.6057791538,0.5839,0.7947
Texas,Shelby County,56005.0,2366.5,10121.5,7750.6,0.3664,0.8818,24.4,74.707085736,17.9,0.7854,21.7,0.951,5.0,211.5,0.8962,0.7583,10.212335693,0.985,0.5294
Georgia,White County,31119.0,2366.8,8072.9,6342.2,0.7947,0.428,19.5,51.76529926,13.0,0.2604,11.1,0.6517,6.0,187.5,0.1888,0.2745,9.4246381927,0.2735,0.0876
Tennessee,Moore County,51683.0,2368.5,5881.2,5593.5,0.7889,0.078,13.1,44.781144781,10.4,0.2302,9.5,0.624,84.43614372109570,289.9,0.4056,0.3634,10.386373079,0.1773,0.107
Iowa,Davis County,39047.0,2369.1,6614.9,6385.7,0.4422,0.3309,17.2,53.271747498,7.8,0.0274,26.4,0.7351,3.0,192.9,0.9777,0.1035,5.1583414953,0.3251,0.5918
North Carolina,Pitt County,1133.0,2370.2,4914.4,4024.1,0.078,0.8955,21.5,64.338487626,15.4,0.8507,10.1,0.3935,202.0,186.5,0.6049,0.9054,17.278408591,0.184,0.9647
Georgia,Walton County,18181.0,2370.2,4740.7,4646.7,0.2114,0.3736,15.8,45.53917281,11.2,0.6304,11.7,0.5339,22.0,165.2,0.3703,0.5854,11.635010022,0.5304,0.0328
Montana,Meagher County,29225.0,2376.6,7055.6,5535.2,0.8539,0.5127,22.3,62.264150943,10.1,0.1585,13.0,0.049,2.0,453.2,0.0,0.0366,11.111111111,0.1796,0.0124
Texas,Lee County,28057.0,2378.7,5414.3,4769.3,0.5215,0.4583,15.0,61.162444113,12.7,0.7619,15.8,0.7071,4.0,222.6,0.9351,0.1035,11.564396494,0.6861,0.6488
Oregon,Union County,26143.0,2380.2,6450.3,6260.1,0.6323,0.5739,14.8,52.178343949,12.5,0.3734,6.9,0.1748,23.0,196.5,0.809,0.6545,10.767600886,0.7418,0.929
New York,St. Lawrence County,13131.0,2387.6,4722.1,4329.1,0.32,0.6914,18.4,51.266171208,14.2,0.277,6.0,0.4397,58.0,287.0,0.4817,0.779,13.014591894,0.4499,0.943
South Carolina,Lancaster County,20057.0,2387.9,7488.7,6299.8,0.695,0.4799,14.2,51.611768018,9.1,0.6915,8.6,0.5829,45.0,212.9,0.4817,0.6968,9.6839332748,0.4846,0.3216
Oklahoma,Canadian County,48465.0,2388.9,6171.6,4967.0,0.0869,0.0997,9.1,42.357487284,10.6,0.6125,10.2,0.1748,55.0,283.2,0.6864,0.3121,6.9342576029,0.3238,0.3053
Oklahoma,Comanche County,21115.0,2389.6,6446.3,5559.7,0.0602,0.5401,20.1,59.625823963,15.3,0.8341,13.1,0.3792,91.0,199.6,0.7065,0.779,12.141138351,0.8239,0.9163
Indiana,Jackson County,39127.0,2389.9,9709.9,8595.1,0.2665,0.5889,11.2,54.140213427,13.3,0.3811,8.4,0.5715,27.0,201.4,0.2604,0.3487,9.8544164424,0.6485,0.3722
Indiana,Bartholomew County,17021.0,2392.5,5965.9,4859.0,0.2572,0.3771,11.1,43.021386075,12.1,0.5288,8.6,0.2744,61.0,367.4,0.7249,0.3838,9.8262704985,0.3317,0.4107
Indiana,Miami County,28027.0,2394.1,5477.9,5459.5,0.3763,0.6111,18.7,55.287671233,14.3,0.3734,8.6,0.6316,7.0,224.3,0.6049,0.6831,9.2977400273,0.588,0.5377
Missouri,Clinton County,28137.0,2401.2,7888.3,6023.6,0.432,0.2427,11.5,41.305469556,11.2,0.1964,7.2,0.2232,12.0,228.5,0.2203,0.4166,8.7127957263,0.7049,0.0786
Iowa,Keokuk County,47021.0,2401.8,5865.0,4481.7,0.7755,0.2115,17.8,40.689655172,9.5,0.0369,2.8,0.1614,1.0,426.8,0.0981,0.3981,11.316674676,0.3954,0.0111
Texas,Gillespie County,29107.0,2404.5,7088.3,6093.1,0.9777,0.2704,15.2,50.82010582,13.2,0.6336,19.4,0.3935,33.0,141.4,0.865,0.2924,10.867659947,0.1987,0.461
Iowa,Washington County,17027.0,2408.4,6845.4,4662.9,0.5521,0.1449,12.4,34.250243427,8.4,0.3044,7.8,0.2607,13.0,269.9,0.2604,0.2745,7.2223510318,0.4766,0.1907
Oregon,Wheeler County,49047.0,2408.4,7983.4,4569.4,0.9946,0.7889,25.9,9.991158267,13.6,0.4664,5.2,0.1907,84.43614372109570,204.9,0.0567,0.8051,11.409395973,0.4826,0.1726
Alabama,Jefferson County,39019.0,2415.9,7601.0,6128.4,0.2114,0.6494,20.1,54.051166199,14.4,0.8787,9.2,0.3709,739.0,193.9,0.3359,0.7726,14.603608443,0.5833,0.6211
Arkansas,Dallas County,51065.0,2418.0,6178.9,4063.6,0.7829,0.4653,32.3,89.821029083,16.0,0.8618,6.5,0.7186,1.0,209.0,0.0322,0.3981,7.5715282624,0.9882,0.7421
New Mexico,De Baca County,47183.0,2420.5,8035.5,7351.9,0.7545,0.6395,29.2,100.0,13.4,0.8704,4.1,0.5871,1.0,192.5,0.155,0.1946,6.9620253165,0.9357,0.2668
Iowa,Butler County,48097.0,2428.2,5320.5,4478.4,0.8249,0.1497,9.1,29.968736043,8.6,0.0322,3.3,0.1442,2.0,374.4,0.0981,0.1611,8.3970763216,0.2391,0.0372
Georgia,Lamar County,17011.0,2430.5,6036.6,5982.3,0.3298,0.7968,20.9,67.621883141,14.3,0.7463,12.6,0.5661,6.0,311.3,0.0567,0.9599,12.936778807,0.056,0.3699
Kentucky,Todd County,21049.0,2437.4,8698.6,5095.0,0.2572,0.7045,24.8,51.043182921,14.2,0.453,15.2,0.9067,3.0,189.6,0.8348,0.7481,11.036088475,0.5384,0.7612
Kansas,Morris County,5111.0,2446.2,5307.0,5081.8,0.8895,0.1497,15.5,50.723025584,11.1,0.2802,8.2,0.3477,3.0,204.0,0.0322,0.1484,6.4017660044,0.7227,0.1834
Louisiana,Calcasieu Parish,5063.0,2449.2,7147.5,7070.8,0.1687,0.6443,23.2,53.145897108,14.2,0.7131,9.2,0.5772,163.0,172.7,0.6313,0.5344,11.471629091,0.7905,0.7829
Ohio,Richland County,12007.0,2451.6,7168.2,7085.4,0.5817,0.4653,18.0,45.182494378,14.0,0.4588,7.0,0.561,60.0,184.2,0.2964,0.6697,10.385322635,0.575,0.7303
Georgia,Thomas County,36123.0,2452.2,5834.4,5187.5,0.4091,0.8153,23.6,81.641168289,14.6,0.8233,14.9,0.7552,41.0,192.9,0.8198,0.842,14.544252044,0.9424,0.8093
Wisconsin,Barron County,27097.0,2456.6,6910.4,5816.5,0.7545,0.3127,13.7,45.055374593,10.1,0.2085,6.5,0.3308,50.0,160.0,0.6622,0.1484,9.6043685422,0.5753,0.5307
Kentucky,Monroe County,26107.0,2456.8,10024.8,6874.8,0.5352,0.9061,32.1,70.90813094,17.5,0.2171,8.8,0.9567,5.0,201.4,0.4056,0.6207,12.154696133,0.6036,0.5979
Alabama,Cullman County,29161.0,2457.9,9548.0,7213.4,0.4893,0.5675,17.4,50.711658404,16.4,0.2716,11.1,0.7829,50.0,176.3,0.4457,0.5006,8.5283893395,0.4444,0.3945
Tennessee,Rutherford County,21121.0,2458.8,7140.4,7118.3,0.0191,0.3,9.7,37.766558809,9.9,0.6734,8.6,0.2499,144.0,191.2,0.5498,0.3838,10.862565967,0.2448,0.2824
Georgia,Lincoln County,20009.0,2459.0,6459.2,4849.9,0.8446,0.7685,27.5,66.875559534,14.3,0.7354,12.4,0.7622,2.0,202.3,0.4457,0.3487,16.192411924,0.7654,0.2904
Georgia,Barrow County,56037.0,2465.2,9654.0,7251.3,0.0602,0.3194,13.0,53.02690583,11.4,0.666,14.4,0.7424,20.0,199.2,0.4817,0.4303,10.848630755,0.5533,0.0506
Ohio,Hocking County,5123.0,2465.3,7601.3,6066.5,0.5215,0.4169,19.4,48.648648649,14.6,0.0458,5.7,0.3709,16.0,186.4,0.5801,0.5669,6.937196329,0.7956,0.5868
Virginia,Pittsylvania County,47109.0,2467.7,5432.3,6111.5,0.7666,0.5538,17.8,61.435286025,12.0,0.645,8.6,0.7765,5.0,193.6,0.3703,0.6207,10.830641624,0.6192,0.419
Minnesota,Traverse County,18077.0,2474.4,7224.7,5282.7,0.9201,0.2497,18.2,46.714031972,9.6,0.3486,2.9,0.1971,84.43614372109570,282.7,0.155,0.1124,7.6513639388,0.6788,0.3754
Mississippi,Lamar County,12133.0,2475.7,7023.1,6396.2,0.0914,0.6194,16.5,53.424146296,16.8,0.6415,13.2,0.2853,80.0,190.3,0.5801,0.9287,9.963616009,0.6199,0.3919
Michigan,Barry County,23023.0,2477.3,6662.3,5270.5,0.4616,0.1166,9.3,42.973068329,9.9,0.1678,4.2,0.1442,21.0,170.5,0.4817,0.449,9.1546618225,0.2111,0.1102
Alaska,Petersburg Census Area,29169.0,2481.1,9770.1,8002.1,0.7947,0.0882,9.4,56.076759062,12.7,0.7711,9.6,0.3709,6.0,212.7,0.7622,0.2924,10.127659574,0.8927,0.93
Mississippi,Covington County,48459.0,2482.8,6204.2,5752.3,0.3098,0.9092,31.2,85.279001468,18.6,0.7966,13.8,0.7383,8.0,280.2,0.5498,0.9347,14.502849905,0.9201,0.2579
North Dakota,Grant County,21157.0,2482.9,7090.0,6405.5,0.9777,0.3,26.6,43.776824034,6.7,0.0134,5.2,0.2499,84.43614372109570,179.4,0.3359,0.071,7.0935960591,0.2248,0.2124
Montana,Dawson County,53037.0,2486.8,9392.7,6236.2,0.4817,0.1634,12.8,25.901639344,9.6,0.2633,4.1,0.0659,5.0,205.3,0.518,0.0306,8.0031695721,0.0656,0.5285
New York,Niagara County,5103.0,2486.9,5977.9,5335.9,0.5021,0.4054,14.7,49.055303717,11.8,0.4562,3.3,0.2499,86.0,188.2,0.1888,0.4691,10.88567638,0.2846,0.4645
Pennsylvania,Cumberland County,41013.0,2490.0,5033.5,3526.0,0.4715,0.0611,8.8,31.805589756,8.1,0.4422,5.5,0.1748,226.0,222.3,0.1223,0.2188,9.8198884833,0.0605,0.4712
Missouri,Dade County,13305.0,2491.7,6354.4,4909.3,0.8478,0.8643,22.2,61.481481481,16.1,0.1904,13.6,0.5922,6.0,339.5,0.809,0.8729,9.1521816247,0.7902,0.4327
Alaska,Nome Census Area,17137.0,2495.4,6321.2,5015.9,0.0029,0.8783,23.1,92.911877395,18.9,0.9898,20.7,0.6988,12.0,410.6,0.9984,0.9936,11.555203799,0.5387,0.9102
Virginia,Smyth County,18151.0,2499.2,7520.2,6118.2,0.7545,0.7545,21.4,76.663542643,16.2,0.1748,9.8,0.7383,17.0,162.8,0.4056,0.5481,9.3935096354,0.8465,0.83
Tennessee,Washington County,31001.0,2501.3,8521.6,5771.3,0.4422,0.5602,15.1,46.433743664,14.3,0.3766,8.9,0.4473,235.0,217.9,0.2604,0.3838,10.934950767,0.3601,0.7268
Idaho,Washington County,53017.0,2503.3,8229.8,5431.1,0.8895,0.5602,20.0,51.578947368,12.4,0.5788,15.0,0.6078,5.0,217.5,0.7065,0.4876,13.153497255,0.9984,0.4336
Texas,Lavaca County,19111.0,2518.9,8779.4,5605.2,0.8539,0.2943,14.5,39.453284374,13.9,0.646,10.1,0.6422,14.0,242.1,0.9688,0.1611,5.7421451788,0.9618,0.7424
Louisiana,Lincoln Parish,27147.0,2524.0,8700.7,5102.4,0.1035,0.9691,26.9,49.084987593,17.9,0.8612,8.6,0.4629,31.0,181.3,0.518,0.7481,16.56129912,0.2127,0.9755
Kansas,Norton County,26105.0,2524.4,6493.9,4869.5,0.6788,0.3573,16.1,46.262886598,11.0,0.3664,7.4,0.3935,2.0,215.0,0.4817,0.0194,7.350521119,0.0834,0.6555
Montana,Liberty County,1059.0,2526.7,7002.5,6616.0,0.9166,0.4653,22.3,32.684824903,12.3,0.0175,8.6,0.951,1.0,295.2,0.155,0.0073,12.313937754,0.5587,0.6154
Virginia,Campbell County,27085.0,2528.4,9616.0,6981.9,0.5995,0.3,12.9,47.329882591,10.2,0.5638,9.0,0.6004,8.0,189.5,0.0981,0.2054,8.3102241215,0.2827,0.1913
Florida,Duval County,51167.0,2528.9,5973.1,6337.0,0.1238,0.5471,21.1,49.378473516,12.6,0.8599,11.8,0.3868,806.0,268.0,0.6313,0.6831,15.029917464,0.3426,0.8281
Ohio,Erie County,45011.0,2530.9,5718.2,4560.8,0.7456,0.3127,14.5,34.413906507,13.0,0.5113,4.7,0.2044,60.0,196.5,0.043,0.4876,11.275682407,0.5699,0.2783
Kentucky,Adair County,55045.0,2538.6,7013.1,5225.6,0.4527,0.8395,33.3,67.173362287,16.7,0.2171,5.4,0.8889,7.0,152.9,0.7803,0.6207,9.8986285033,0.205,0.9303
Alabama,Mobile County,18037.0,2541.0,8973.5,6515.0,0.2359,0.7592,27.3,68.061287574,15.8,0.8268,11.2,0.5922,284.0,245.1,0.518,0.6207,13.998925381,0.5899,0.723
Illinois,St. Clair County,4012.0,2552.0,4272.8,5077.1,0.1974,0.6111,19.3,53.291175625,10.6,0.7822,6.2,0.2853,163.0,164.5,0.2203,0.7481,13.638882841,0.4661,0.4499
Oklahoma,Pittsburg County,27115.0,2552.3,8214.8,6241.7,0.6113,0.6745,22.4,72.527615335,17.0,0.6966,16.1,0.5552,20.0,187.3,0.6049,0.6697,10.005938242,0.9198,0.7698
Maryland,Baltimore City,39073.0,2552.7,7501.2,6884.5,0.1121,0.8446,26.8,55.534753983,15.8,0.9717,6.6,0.6616,743.0,207.6,0.5498,0.901,19.830765615,0.3397,0.873
Texas,Fannin County,21021.0,2555.1,4507.6,4238.2,0.5817,0.343,17.5,56.998043749,14.8,0.5759,16.2,0.6574,7.0,279.1,0.6864,0.3634,10.037237644,0.2257,0.7281
Kentucky,Anderson County,53075.0,2555.1,9518.1,5846.3,0.2114,0.4344,13.1,44.432773109,13.5,0.1802,3.5,0.4397,6.0,190.8,0.4056,0.8051,9.9423461584,0.6138,0.0564
Montana,Silver Bow County,29109.0,2556.5,7048.6,6399.1,0.5215,0.7494,14.6,40.373369321,12.3,0.3337,5.3,0.2095,23.0,237.8,0.3703,0.4166,11.868528942,0.4018,0.8415
Iowa,Mitchell County,18169.0,2563.6,6715.2,5081.5,0.7947,0.1303,13.9,30.31071655,6.9,0.0322,6.0,0.3559,3.0,228.3,0.1223,0.1369,5.8630393996,0.4031,0.0917
Oklahoma,Washington County,55033.0,2567.8,10750.4,6243.4,0.5928,0.4344,18.8,53.842860201,13.6,0.6549,13.6,0.2913,22.0,206.4,0.3359,0.3981,8.7245576353,0.8061,0.3311
Kansas,Crawford County,51197.0,2570.0,6913.6,5473.8,0.2114,0.8178,19.2,55.066006601,15.9,0.4269,10.0,0.2744,30.0,219.5,0.8911,0.3299,12.895685855,0.2923,0.9586
New York,Montgomery County,23013.0,2572.0,8678.7,5546.2,0.5021,0.7841,20.2,58.567516933,14.4,0.5342,6.3,0.6129,27.0,196.9,0.4817,0.8051,13.625623523,0.8504,0.7138
Virginia,Bedford County,29105.0,2580.8,6713.0,5950.5,0.7163,0.1341,8.7,40.041862899,9.1,0.4046,7.1,0.3626,62.0,158.3,0.2203,0.2455,6.3718311693,0.1398,0.1194
Kentucky,Montgomery County,48363.0,2585.7,6019.3,3610.0,0.2502,0.8124,20.5,56.118323047,16.3,0.2372,6.9,0.6753,12.0,287.4,0.7622,0.6697,9.316953317,0.95,0.7065
Illinois,Knox County,54057.0,2585.7,6828.8,5075.0,0.7163,0.7083,18.3,55.679976426,13.5,0.5158,5.0,0.433,25.0,242.1,0.4056,0.5344,11.666411161,0.46,0.8294
Arkansas,Hot Spring County,12003.0,2587.3,7179.6,6328.8,0.5215,0.686,22.5,65.831942126,17.6,0.5234,7.1,0.6383,7.0,218.7,0.7434,0.7895,6.7264943191,0.7784,0.8462
Virginia,Roanoke City,51169.0,2591.2,4900.4,4995.6,0.2811,0.8057,20.8,90.114769777,13.4,0.8093,10.8,0.6316,108.0,168.6,0.518,0.7092,17.272210833,0.54,0.7431
Arkansas,Ouachita County,22039.0,2596.2,5609.5,6146.6,0.5995,0.9013,27.9,71.531676022,17.6,0.8459,7.1,0.624,12.0,315.1,0.7434,0.7583,10.185609533,0.9526,0.6816
Nevada,Nye County,48049.0,2599.2,5916.2,5314.0,0.9758,0.5962,22.0,98.984375,16.0,0.6106,9.8,0.6129,15.0,414.9,0.809,0.9175,12.921196387,0.5288,0.5664
Florida,Desoto County,8045.0,2611.1,9592.3,6529.4,0.7829,0.9605,27.6,61.469752335,16.1,0.8485,19.2,0.9723,9.0,233.0,0.9382,0.4166,9.8507968803,0.5992,0.9643
